"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"5542","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"15",1
"5545","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"15",1
"5546","MAHBUBNAGAR","kallu(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"15",1
"5547","MAHBUBNAGAR","making of pots","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"15",1
"5548","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"15",1
"5549","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"15",1
"5551","MAHBUBNAGAR","tailor shop","TRADE/BUSINESS/SERVICES",804,"15",1
"5552","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"15",1
"5555","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"15",1
"5556","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"15",1
"5557","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"15",1
"5558","MAHBUBNAGAR","govt/private pension(retirement)","SALARIED JOB",1003,"15",1
"5561","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"15",1
"5562","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"15",1
"5563","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"15",1
"5564","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"15",1
"5566","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"15",1
"5573","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"15",1
"5582","MALKANGIRI","banana","TREE BASED LIVELIHOOD",201,"15",1
"5583","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"15",1
"5584","MALKANGIRI","mahua fruit","TREE BASED LIVELIHOOD",203,"15",1
"5585","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"15",1
"5587","MALKANGIRI","Mahua Flower","TREE BASED LIVELIHOOD",206,"15",1
"5597","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"15",1
"5598","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"15",1
"5625","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"15",1
"5632","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"15",1
"5638","PALAMU","Maize","AGRICULTURE",101,"15",1
"5639","PALAMU","Paddy","AGRICULTURE",102,"15",1
"5640","PALAMU","Wheat","AGRICULTURE",103,"15",1
"5644","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"15",1
"5648","PALAMU","mustard","AGRICULTURE",111,"15",1
"5650","PALAMU","sesame","AGRICULTURE",113,"15",1
"5651","PALAMU","Tisi","AGRICULTURE",114,"15",1
"5656","PALAMU","Goat ","SHEEP/GOAT REARING",301,"15",1
"5657","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"15",1
"5658","PALAMU","Cow ","OTHER LIVESTOCKS",501,"15",1
"5659","PALAMU","Ox ","OTHER LIVESTOCKS",502,"15",1
"5660","PALAMU","Buffalo ","OTHER LIVESTOCKS",503,"15",1
"5663","PALAMU","Hen ","OTHER LIVESTOCKS",506,"15",1
"5673","PALAMU","Perishable goods(Chicken shop, Fish Trader )","TRADE/BUSINESS/SERVICES",803,"15",1
"5677","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"15",1
"5682","PALAMU","PDS dealer","TRADE/BUSINESS/SERVICES",812,"15",1
"5695","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"15",1
"5696","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"15",1
"5698","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"15",1
"5700","PALAMU","local skilled labor (barhi,mistri, rajmistri,sculpture)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"15",1
"5701","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"15",1
"5704","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"15",1
"5705","BANKURA","Potato","AGRICULTURE",107,"15",1
"5706","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"15",1
"5707","BANKURA","Tisi (oil seed)","AGRICULTURE",109,"15",1
"5708","BANKURA","Onion","AGRICULTURE",110,"15",1
"5710","BANKURA","Water melon","TREE BASED LIVELIHOOD",202,"15",1
"5711","BANKURA","Bamboo ","TREE BASED LIVELIHOOD",203,"15",1
"5712","BANKURA","sale of tree","TREE BASED LIVELIHOOD",204,"15",1
"5714","BANKURA","Sheep ","SHEEP/GOAT REARING",301,"15",1
"5717","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"15",1
"5719","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"15",1
"5720","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"15",1
"5725","BANKURA","Mat (made from leaves of date tree)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"15",1
"5729","BANKURA","Straw (paddy crop residue)","TRADE/BUSINESS/SERVICES",801,"15",1
"5732","BANKURA","plough maker","TRADE/BUSINESS/SERVICES",804,"15",1
"5733","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"15",1
"5746","BANKURA","Poultry farm Owner","TRADE/BUSINESS/SERVICES",818,"15",1
"5750","BANKURA","Bamboo collected from forest","NTFP COLLECTION",901,"15",1
"5755","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"15",1
"5757","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"15",1
"5758","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"15",1
"5760","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"15",1
"5761","KACHCHH","Wheat","AGRICULTURE",101,"16",1
"5762","KACHCHH","Cotton","AGRICULTURE",102,"16",1
"5764","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"16",1
"5766","KACHCHH"," Mustard","AGRICULTURE",106,"16",1
"5767","KACHCHH"," Castor","AGRICULTURE",107,"16",1
"5768","KACHCHH"," Groundnut","AGRICULTURE",108,"16",1
"5769","KACHCHH"," Bajra(Millet)","AGRICULTURE",109,"16",1
"5772","KACHCHH"," vegetable (okra,brinjal,chilli,bottle gourd,cucumber,tomato,cabbage)","AGRICULTURE",112,"16",1
"5773","KACHCHH"," Onion","AGRICULTURE",113,"16",1
"5774","KACHCHH"," Sunflower","AGRICULTURE",114,"16",1
"5778","KACHCHH","Sheep","SHEEP/GOAT REARING",301,"16",1
"5779","KACHCHH","Goat","SHEEP/GOAT REARING",302,"16",1
"5780","KACHCHH","milk from cow","DAIRY CATTLE",401,"16",1
"5781","KACHCHH","milk from buffalo","DAIRY CATTLE",402,"16",1
"5791","KACHCHH","consumer goods (Ration Shop)","TRADE/BUSINESS/SERVICES",807,"16",1
"5795","KACHCHH","sale of wild honey ","NTFP COLLECTION",901,"16",1
"5797","KACHCHH","Govt salaried job ( police,pwd,teacher,postman,aganvadiworker,aganvadi helper,elec tric board,state transport,b s f,Railway Police,Coast guard,Indian Army)","SALARIED JOB",1002,"16",1
"5798","KACHCHH","Govt/Pvt retirement pension ","SALARIED JOB",1003,"16",1
"5799","KACHCHH","social security pension (Window pension)","PENSION / REMITTANCES",1101,"16",1
"5800","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"16",1
"5801","KACHCHH","local skilled labor(Mason, carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"16",1
"5802","KACHCHH","local unskilled labor  (factory, indian air force,company)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"16",1
"5806","DEVAS"," paddy ","AGRICULTURE",101,"16",1
"5807","DEVAS","Wheat","AGRICULTURE",102,"16",1
"5808","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"16",1
"5809","DEVAS","Tilli","AGRICULTURE",104,"16",1
"5810","DEVAS","groundnut","AGRICULTURE",105,"16",1
"5811","DEVAS","chillies","AGRICULTURE",106,"16",1
"5812","DEVAS","jowar","AGRICULTURE",107,"16",1
"5813","DEVAS","maize","AGRICULTURE",108,"16",1
"5814","DEVAS","cotton","AGRICULTURE",109,"16",1
"5815","DEVAS","Soyabean","AGRICULTURE",110,"16",1
"5816","DEVAS","onion","AGRICULTURE",111,"16",1
"5817","DEVAS","potato","AGRICULTURE",112,"16",1
"5818","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"16",1
"5819","DEVAS"," goat ","SHEEP/GOAT REARING",301,"16",1
"5820","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"16",1
"5821","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"16",1
"5822","DEVAS","hen ","OTHER LIVESTOCKS",501,"16",1
"5823","DEVAS","bullocks","OTHER LIVESTOCKS",502,"16",1
"5828","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"16",1
"5832","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"16",1
"5833","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"16",1
"5835","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"16",1
"5836","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"16",1
"5843","DEVAS","Mahua fruit","NTFP COLLECTION",904,"16",1
"5844","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"16",1
"5845","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"16",1
"5847","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"16",1
"5848","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"16",1
"5849","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"16",1
"5850","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"16",1
"5851","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"16",1
"5854","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"16",1
"5855","KHANDWA"," Jowar","AGRICULTURE",101,"16",1
"5856","KHANDWA","Maize","AGRICULTURE",102,"16",1
"5857","KHANDWA"," Paddy ","AGRICULTURE",103,"16",1
"5858","KHANDWA"," Wheat ","AGRICULTURE",104,"16",1
"5859","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"16",1
"5860","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"16",1
"5861","KHANDWA"," Cotton","AGRICULTURE",107,"16",1
"5862","KHANDWA"," Mugfali","AGRICULTURE",108,"16",1
"5863","KHANDWA"," Soyabean ","AGRICULTURE",109,"16",1
"5864","KHANDWA","Sugarcane","AGRICULTURE",110,"16",1
"5865","KHANDWA","Silk  Production","AGRICULTURE",111,"16",1
"5867","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"16",1
"5868","KHANDWA"," goat","SHEEP/GOAT REARING",301,"16",1
"5869","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"16",1
"5870","KHANDWA"," bullocks","OTHER LIVESTOCKS",501,"16",1
"5871","KHANDWA"," hen","OTHER LIVESTOCKS",502,"16",1
"5874","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"16",1
"5876","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"16",1
"5877","KHANDWA","Charwaha(shepherd)","TRADE/BUSINESS/SERVICES",802,"16",1
"5880","KHANDWA","stitching ","TRADE/BUSINESS/SERVICES",805,"16",1
"5892","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"16",1
"5893","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"16",1
"5895","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"16",1
"5896","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"16",1
"5897","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"16",1
"5898","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"16",1
"5899","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"16",1
"5902","MAHBUBNAGAR","rice ","AGRICULTURE",101,"16",1
"5903","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"16",1
"5904","MAHBUBNAGAR","cotton","AGRICULTURE",103,"16",1
"5905","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"16",1
"5906","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"16",1
"5908","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"16",1
"5911","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"16",1
"5912","MAHBUBNAGAR","raagulu(type of sesame)","AGRICULTURE",111,"16",1
"5913","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"16",1
"5914","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"16",1
"5915","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"16",1
"5917","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"16",1
"5920","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"16",1
"5922","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"16",1
"5926","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"16",1
"5927","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"16",1
"5929","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"16",1
"5932","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"16",1
"5934","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"16",1
"5936","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"16",1
"5937","MAHBUBNAGAR","mobile shop(recharge & repair)","TRADE/BUSINESS/SERVICES",806,"16",1
"5939","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"16",1
"5940","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"16",1
"5941","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"16",1
"5945","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"16",1
"5946","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"16",1
"5947","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"16",1
"5948","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"16",1
"5950","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"16",1
"5953","MALKANGIRI","Paddy","AGRICULTURE",102,"16",1
"5954","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"16",1
"5955","MALKANGIRI","sua(fox tail millet)","AGRICULTURE",104,"16",1
"5956","MALKANGIRI","Alsi","AGRICULTURE",105,"16",1
"5957","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"16",1
"5958","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"16",1
"5961","MALKANGIRI","onion","AGRICULTURE",110,"16",1
"5963","MALKANGIRI","seasame","AGRICULTURE",112,"16",1
"5965","MALKANGIRI","Sweet corn","AGRICULTURE",114,"16",1
"5967","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"16",1
"5968","MALKANGIRI","mahua fruit","TREE BASED LIVELIHOOD",203,"16",1
"5969","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"16",1
"5970","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"16",1
"5971","MALKANGIRI","Mahua Flower","TREE BASED LIVELIHOOD",206,"16",1
"5972","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"16",1
"5973","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"16",1
"5975","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"16",1
"5976","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"16",1
"5977","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"16",1
"5979","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"16",1
"5980","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"16",1
"5981","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"16",1
"5982","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"16",1
"5984","MALKANGIRI","stone business","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"16",1
"5986","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"16",1
"5987","MALKANGIRI","brick making","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"16",1
"5988","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"16",1
"6009","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"16",1
"6010","MALKANGIRI","mushroom","NTFP COLLECTION",910,"16",1
"6011","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"16",1
"6013","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"16",1
"6015","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"16",1
"6016","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"16",1
"6017","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"16",1
"6018","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"16",1
"6021","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"16",1
"6023","PALAMU","Paddy","AGRICULTURE",102,"16",1
"6028","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"16",1
"6040","PALAMU","Goat ","SHEEP/GOAT REARING",301,"16",1
"6048","PALAMU","Pig ","OTHER LIVESTOCKS",507,"16",1
"6056","PALAMU","Bullocks rented for agriculture","TRADE/BUSINESS/SERVICES",802,"16",1
"6058","PALAMU","Private transport business(tractor,Commander,Balero, Cressor)","TRADE/BUSINESS/SERVICES",804,"16",1
"6061","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"16",1
"6064","PALAMU","Owner of Mill for processing of wheat, rice","TRADE/BUSINESS/SERVICES",810,"16",1
"6079","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"16",1
"6080","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"16",1
"6082","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"16",1
